pano|pmes|conglome|submuestra|vivienda|hogar|codperso|dominio|estrato|codpanel|p103|p104|p105|p106|p107|p108|p109a|p109b|p109c|p200n|p200i|p200a|p200b|p200bb|p200c|p200d|p200dd|p200e|p200f|p200g|p201|p202|p203|p204|p2041|p2042|p2043|p2044|p2045|p2046|p2047|p2048|p2049|p20410|p20411|p204a|p205a|p206|P206AA|p207a|p207b|p208b1|p208b2|p208b3|p209a|p209b|p209c|p209d|p209e|p209f|p209g|p209t|p209bb|p209cc|p209h|p209ee|p210|p211a|p211b|p212a|p212b|p212c|p212d|p212e|p213|p214|p215|p216|p217|p218|p219|p220|p222|P223A1|P223A2|P223A3|P223A4|P223A5|P223A6|P223A7|P224|P225|ocu200|i211a|i211b|i212a|i212b|i212c|i212d|ingtot|ingprin|resident|fa_def21
2020|12|017548|004|0150|11|01|8|1|19121101|1|1|2||1|53|6|5||1|2|13|12|2020|19|12|2020|27|11|1967|1|||||||||||||||23|8423|3|1|2||||1993|18|6|18|6|18|6|18|90|1||1|2|4|3000|139|||||1|||||||||4|0|0|0|0|0|0|1|6|4|1|3000|139|||||3139|3139|1|240.946789040667
2020|12|017548|004|0150|11|03|8|1|19121104|3|1|2||2|27|9|4||3|4|13|12|2020|19|12|2020|26|10|1993|1|||||||||||||||572|4771|3|5|2||||2017|10|10|10|10|10|0|12|62|1||2|2|4|1500|50|||||1|||||||||1|0|0|0|0|0|0|1|6|4|1|1500|50|||||1550|1550|1|366.172194014743
2020|12|017548|004|0150|11|04|8|1|19121105|3|1|2||2|23|7|2||4|4|13|12|2020|19|12|2020|21|10|1997|1|||||||||||||||453|6492|3|5|2||1|9|2020|0|8|8|8|3|0|0|27|2|45|1|2|4|950|0|||||1|||||||||1|0|0|0|0|0|0|1|6|4|1|950|0|||||950|950|1|406.519730741935
2020|12|017548|004|0151|11|03|8|1|19121103|3|1|2||1|24|8|3||3|3|13|12|2020|19|12|2020|1|1|1996|1|||||||||||||||335|4321|3|5|1|40||8|2019|0|8|8|8|8|8|8|48|1||1|2|4|2200|0|||||1|||||||||1|0|0|0|0|0|0|1|6|4|1|2200|0|||||2200|2200|1|377.780824903333
2020|12|017557|004|0125|11|03|8|1|19121103|3|1|2||1|28|5|4||3|3|13|12|2020|19|12|2020|18|7|1992|1|||||||||||||||945|4630|4|5|1|5|1|11|2020|8|6|6|6|6|0|6|38|1||2|2|1|65|3|||||1|||||||||6|0|0|0|0|0|0|1|6|4|1|1625|75|||||1700|1700|1|389.290459937959
2020|12|017557|004|0126|11|01|8|1|19121101|1|1|2||1|44|6|5||1|1|13|12|2020|19|12|2020|19|10|1976|2|1||||||||||||||885|8129|4|4|2|||6|2019|6|6|6|6|6|6|6|42|2|48|2|2|4|0|0|||1212|0|0|||||||||1|0|0|0|0|0|0|1|2|2|1|0|0|||1212|0|1212|0|1|389.290459937959
2020|12|017557|004|0126|11|02|8|1|19121102|2|1|2||2|42|6|5||2|2|13|12|2020|19|12|2020|28|4|1978|1|||||||||||||||961|8129|4|4|2||||2001|10|11|3|11|11|11|11|68|2|56|2|2|4|1200|0|||0|0|0|||||||||1|0|0|0|0|0|0|1|1|1|1|1200|0|||||1200|1200|1|366.172194014743
2020|12|018112|004|0085|11|01|8|1|19121101|1|1|2||1|25|8|5||1|1|13|12|2020|19|12|2020|25|5|1965|2|1||||||||||||||421|1312|3|5|2||||1997|0|0|0|0|0|0|0|0|2|48|1|2|4|850|0|||||1|||||||||5|0|0|0|0|0|0|1|6|4|2|0|0|||||0|0|1|253.914892543767
2020|12|018112|004|0085|11|01|8|1|19121101|1|1|2||1|25|7|5||1|1|13|12|2020|19|12|2020|25|5|1965|2|1||||||||||||||421|1312|3|5|2||||1997|0|0|0|0|0|0|0|0|2|48|1|2|4|850|0|||||1|||||||||5|0|0|0|0|0|0|1|6|4|2|0|0|||||0|0|1|540.679404066789
2020|12|018112|004|0085|11|01|8|1|19121101|1|1|2||1|25|8|5||1|1|13|12|2020|19|12|2020|25|5|1965|2|1||||||||||||||421|1312|3|5|2||||1997|0|0|0|0|0|0|0|0|2|48|1|2|4|850|0|||||1|||||||||5|0|0|0|0|0|0|1|6|4|2|0|0|||||0|0|1|240.946789040667
2020|12|018112|004|0085|11|01|8|1|19121101|1|1|2||1|31|8|5||1|1|13|12|2020|19|12|2020|25|5|1965|2|1||||||||||||||421|1312|3|5|2||||1997|0|0|0|0|0|0|0|0|2|48|1|2|4|850|0|||||1|||||||||5|0|0|0|0|0|0|1|6|4|2|0|0|||||0|0|1|540.679404066789
2020|12|018112|004|0085|11|01|8|1|19121101|1|1|2||1|27|8|5||1|1|13|12|2020|19|12|2020|25|5|1965|2|1||||||||||||||421|1312|3|5|2||||1997|0|0|0|0|0|0|0|0|2|48|1|2|4|850|0|||||1|||||||||5|0|0|0|0|0|0|1|6|4|2|0|0|||||0|0|1|575.963240401533
2020|12|018112|004|0085|11|01|8|1|19121101|1|1|2||1|19|8|5||1|1|13|12|2020|19|12|2020|25|5|1965|2|1||||||||||||||421|1312|3|5|2||||1997|0|0|0|0|0|0|0|0|2|48|1|2|4|850|0|||||1|||||||||5|0|0|0|0|0|0|1|6|4|2|0|0|||||0|0|1|240.946789040667
2020|12|018112|004|0085|11|01|8|1|19121101|1|1|2||1|20|8|5||1|1|13|12|2020|19|12|2020|25|5|1965|2|1||||||||||||||421|1312|3|5|2||||1997|0|0|0|0|0|0|0|0|2|48|1|2|4|850|0|||||1|||||||||4|0|0|0|0|0|0|1|6|4|2|0|0|||||0|0|1|540.679404066789
2020|12|018112|004|0085|11|01|8|1|19121101|1|1|2||1|19|8|5||1|1|13|12|2020|19|12|2020|25|5|1965|2|1||||||||||||||421|1312|3|5|2||||1997|0|0|0|0|0|0|0|0|2|48|1|2|4|850|0|||||1|||||||||4|0|0|0|0|0|0|1|6|4|2|0|0|||||0|0|1|575.963240401533
2020|12|018112|004|0085|11|01|8|1|19121101|1|1|2||1|19|7|5||1|1|13|12|2020|19|12|2020|25|5|1965|2|1||||||||||||||421|1312|3|5|2||||1997|0|0|0|0|0|0|0|0|2|48|1|2|4|850|0|||||1|||||||||5|0|0|0|0|0|0|1|6|4|2|0|0|||||0|0|1|240.946789040667
2020|12|018112|004|0085|11|01|8|1|19121101|1|1|2||1|18|7|5||1|1|13|12|2020|19|12|2020|25|5|1965|2|1||||||||||||||421|1312|3|5|2||||1997|0|0|0|0|0|0|0|0|2|48|1|2|4|850|0|||||1|||||||||5|0|0|0|0|0|0|1|6|4|2|0|0|||||0|0|1|253.914892543767
2020|12|018112|004|0085|11|01|8|1|19121101|1|1|2||1|21|7|5||1|1|13|12|2020|19|12|2020|25|5|1965|2|1||||||||||||||421|1312|3|5|2||||1997|0|0|0|0|0|0|0|0|2|48|1|2|4|850|0|||||1|||||||||5|0|0|0|0|0|0|1|6|4|2|0|0|||||0|0|1|240.946789040667
2020|12|018112|004|0085|11|01|8|1|19121101|1|1|2||1|21|9|5||1|1|13|12|2020|19|12|2020|25|5|1965|2|1||||||||||||||421|1312|3|5|2||||1997|0|0|0|0|0|0|0|0|2|48|1|2|4|850|0|||||1|||||||||5|0|0|0|0|0|0|1|6|4|2|0|0|||||0|0|1|540.679404066789
2020|12|018112|004|0085|11|01|8|1|19121101|1|1|2||1|32|9|5||1|1|13|12|2020|19|12|2020|25|5|1965|2|1||||||||||||||421|1312|3|5|2||||1997|0|0|0|0|0|0|0|0|2|48|1|2|4|850|0|||||1|||||||||5|0|0|0|0|0|0|1|6|4|2|0|0|||||0|0|1|575.963240401533
2020|12|018112|004|0085|11|01|8|1|19121101|1|1|2||1|35|8|5||1|1|13|12|2020|19|12|2020|25|5|1965|2|1||||||||||||||421|1312|3|5|2||||1997|0|0|0|0|0|0|0|0|2|48|1|2|4|850|0|||||1|||||||||4|0|0|0|0|0|0|1|6|4|2|0|0|||||0|0|1|240.946789040667
2020|12|018112|004|0085|11|01|8|1|19121101|1|1|2||1|20|8|5||1|1|13|12|2020|19|12|2020|25|5|1965|2|1||||||||||||||421|1312|3|5|2||||1997|0|0|0|0|0|0|0|0|2|48|1|2|4|850|0|||||1|||||||||5|0|0|0|0|0|0|1|6|4|2|0|0|||||0|0|1|540.679404066789
2020|12|018112|004|0085|11|01|8|1|19121101|1|1|2||1|25|7|5||1|1|13|12|2020|19|12|2020|25|5|1965|2|1||||||||||||||421|1312|3|5|2||||1997|0|0|0|0|0|0|0|0|2|48|1|2|4|850|0|||||1|||||||||5|0|0|0|0|0|0|1|6|4|2|0|0|||||0|0|1|240.946789040667
2021|02|020692|003|0089|11|01|8|1|21021101|1|1|2||1|52|6|5||1|1|24|1|2021|30|1|2021|27|1|1971|2|1||||||||||||||953|4220|4|4|2||||2016|0|3|0|0|4|0|3|10|2|58|1|2|4|300|0|||800|0|0|||||||||1|0|0|0|0|0|0|1|1|4|3|0|0|0|0|800|0|800|0|1|567.93080390597
2021|02|020692|003|0089|11|01|8|1|21021101|1|1|2||1|72|7|5||1|1|24|1|2021|30|1|2021|27|1|1971|2|1||||||||||||||953|4220|4|4|2||||2016|0|3|0|0|4|0|3|10|2|58|1|2|4|250|0|||800|0|0|||||||||1|0|0|0|0|0|0|1|1|4|3|0|0|0|0|800|0|800|0|1|249.25529900758
2021|02|020692|003|0089|11|01|8|1|21021101|1|1|2||1|55|5|5||1|1|24|1|2021|30|1|2021|27|1|1971|2|1||||||||||||||953|4220|4|4|2||||2016|0|3|0|0|4|0|3|10|2|58|1|2|4|400|0|||800|0|0|||||||||1|0|0|0|0|0|0|1|1|4|3|0|0|0|0|800|0|800|0|1|567.93080390597
2021|02|020692|003|0089|11|01|8|1|21021101|1|1|2||1|56|6|5||1|1|24|1|2021|30|1|2021|27|1|1971|2|1||||||||||||||953|4220|4|4|2||||2016|0|3|0|0|4|0|3|10|2|58|1|2|4|400|0|||800|0|0|||||||||1|0|0|0|0|0|0|1|1|4|3|0|0|0|0|800|0|800|0|1|366.17219401474
2021|02|020692|003|0089|11|01|8|1|21021101|1|1|2||1|54|6|5||1|1|24|1|2021|30|1|2021|27|1|1971|2|1||||||||||||||953|4220|4|4|2||||2016|0|3|0|0|4|0|3|10|2|58|1|2|4|300|0|||800|0|0|||||||||1|0|0|0|0|0|0|1|1|4|3|0|0|0|0|800|0|800|0|1|249.25529900758
2021|02|020692|003|0089|11|01|8|1|21021101|1|1|2||1|65|6|5||1|1|24|1|2021|30|1|2021|27|1|1971|2|1||||||||||||||953|4220|4|4|2||||2016|0|3|0|0|4|0|3|10|2|58|1|2|4|150|0|||800|0|0|||||||||1|0|0|0|0|0|0|1|1|4|3|0|0|0|0|800|0|800|0|1|567.93080390597
2021|02|020692|003|0089|11|01|8|1|21021101|1|1|2||1|66|5|5||1|1|24|1|2021|30|1|2021|27|1|1971|2|1||||||||||||||953|4220|4|4|2||||2016|0|3|0|0|4|0|3|10|2|58|1|2|4|250|0|||800|0|0|||||||||1|0|0|0|0|0|0|1|1|4|3|0|0|0|0|800|0|800|0|1|366.17219401474
2021|02|020692|003|0089|11|01|8|1|21021101|1|1|2||1|66|7|5||1|1|24|1|2021|30|1|2021|27|1|1971|2|1||||||||||||||953|4220|4|4|2||||2016|0|3|0|0|4|0|3|10|2|58|1|2|4|250|0|||800|0|0|||||||||1|0|0|0|0|0|0|1|1|4|3|0|0|0|0|800|0|800|0|1|567.93080390597
2021|02|020692|003|0089|11|01|8|1|21021101|1|1|2||1|50|7|5||1|1|24|1|2021|30|1|2021|27|1|1971|2|1||||||||||||||953|4220|4|4|2||||2016|0|3|0|0|4|0|3|10|2|58|1|2|4|750|0|||800|0|0|||||||||1|0|0|0|0|0|0|1|1|4|3|0|0|0|0|800|0|800|0|1|567.93080390597
2021|02|020692|003|0089|11|01|8|1|21021101|1|1|2||1|50|7|5||1|1|24|1|2021|30|1|2021|27|1|1971|2|1||||||||||||||953|4220|4|4|2||||2016|0|3|0|0|4|0|3|10|2|58|1|2|4|930|0|||800|0|0|||||||||1|0|0|0|0|0|0|1|1|4|3|0|0|0|0|800|0|800|0|1|249.25529900758
2021|02|020692|003|0089|11|01|8|1|21021101|1|1|2||1|56|6|5||1|1|24|1|2021|30|1|2021|27|1|1971|2|1||||||||||||||953|4220|4|4|2||||2016|0|3|0|0|4|0|3|10|2|58|1|2|4|150|0|||800|0|0|||||||||1|0|0|0|0|0|0|1|1|4|3|0|0|0|0|800|0|800|0|1|567.93080390597
2021|02|020692|003|0089|11|01|8|1|21021101|1|1|2||1|58|7|5||1|1|24|1|2021|30|1|2021|27|1|1971|2|1||||||||||||||953|4220|4|4|2||||2016|0|3|0|0|4|0|3|10|2|58|1|2|4|250|0|||800|0|0|||||||||1|0|0|0|0|0|0|1|1|4|3|0|0|0|0|800|0|800|0|1|249.25529900758
2021|02|020692|003|0089|11|01|8|1|21021101|1|1|2||1|59|6|5||1|1|24|1|2021|30|1|2021|27|1|1971|2|1||||||||||||||953|4220|4|4|2||||2016|0|3|0|0|4|0|3|10|2|58|1|2|4|300|0|||800|0|0|||||||||1|0|0|0|0|0|0|1|1|4|3|0|0|0|0|800|0|800|0|1|567.93080390597
2021|02|020692|003|0089|11|01|8|1|21021101|1|1|2||1|53|7|5||1|1|24|1|2021|30|1|2021|27|1|1971|2|1||||||||||||||953|4220|4|4|2||||2016|0|3|0|0|4|0|3|10|2|58|1|2|4|300|0|||800|0|0|||||||||1|0|0|0|0|0|0|1|1|4|3|0|0|0|0|800|0|800|0|1|249.25529900758
2021|02|020692|003|0089|11|01|8|1|21021101|1|1|2||1|53|7|5||1|1|24|1|2021|30|1|2021|27|1|1971|2|1||||||||||||||953|4220|4|4|2||||2016|0|3|0|0|4|0|3|10|2|58|1|2|4|400|0|||800|0|0|||||||||1|0|0|0|0|0|0|1|1|4|3|0|0|0|0|800|0|800|0|1|567.93080390597
2021|02|020692|003|0089|11|01|8|1|21021101|1|1|2||1|51|7|5||1|1|24|1|2021|30|1|2021|27|1|1971|2|1||||||||||||||953|4220|4|4|2||||2016|0|3|0|0|4|0|3|10|2|58|1|2|4|400|0|||800|0|0|||||||||1|0|0|0|0|0|0|1|1|4|3|0|0|0|0|800|0|800|0|1|366.17219401474
2021|02|020692|003|0089|11|01|8|1|21021101|1|1|2||1|70|7|5||1|1|24|1|2021|30|1|2021|27|1|1971|2|1||||||||||||||953|4220|4|4|2||||2016|0|3|0|0|4|0|3|10|2|58|1|2|4|550|0|||800|0|0|||||||||1|0|0|0|0|0|0|1|1|4|3|0|0|0|0|800|0|800|0|1|249.25529900758
2021|02|020692|003|0089|11|01|8|1|21021101|1|1|2||1|72|5|5||1|1|24|1|2021|30|1|2021|27|1|1971|2|1||||||||||||||953|4220|4|4|2||||2016|0|3|0|0|4|0|3|10|2|58|1|2|4|500|0|||800|0|0|||||||||1|0|0|0|0|0|0|1|1|4|3|0|0|0|0|800|0|800|0|1|567.93080390597
2020|12|017807|004|0105|11|01|8|1|19121101|1|1|2||1|37|8|3||1|2|29|11|2020|5|12|2020|24|8|1983|1|||||||||||||||313|3312|3|5|1|50||6|2018|0|8|8|8|8|8|5|45|1||1|2|4|1200|0|||||1|||||||||1|0|0|0|0|0|0|1|6|4|1|1200|0|||||1200|1200|1|400.740179347899
2020|12|017807|004|0105|11|03|8|1|19121103|3|1|2||1|20|7|1||3|3|29|11|2020|5|12|2020|25|8|2000|1|||||||||||||||455|8220|3|5|2|||3|2019|8|8|8|8|8|8|0|48|1||2|2|4|1400|0|||||1|||||||||1|0|0|0|0|0|0|1|6|4|1|1400|0|||||1400|1400|1|388.892025635784
2020|12|017807|004|0106|11|04|8|1|20121104|3|1|2||1|29|9|3||4|4|29|11|2020|5|12|2020|7|5|1991|1|||||||||||||||242|8521|3|5|1|15|1|3|2020|0|0|6|4|4|0|0|14|1||1|1|4|700|0|||||1|||||||||6|0|0|0|0|0|0|1|6|4|1|700|0|||||700|700|1|400.740179347899
2020|12|017807|004|0107|11|02|8|1|19121103|3|1|2||1|21|6|5||2|2|29|11|2020|5|12|2020|11|4|1999|1|||||||||||||||783|4321|4|5|1|2|7|12|2020|0|8|8|8|8|8|0|40|1||1|2|2|150|35|||||1|||||||||6|0|0|0|0|0|0|1|6|4|1|650|152|||||802|802|1|388.892025635784
2020|12|017809|004|0131|11|01|8|1|19121101|1|1|2||1|56|8|3||1|1|13|12|2020|19|12|2020|31|1|1964|1|||||||||||||||12|8422|3|1|2||||1986|0|8|8|8|8|8|0|40|1||2|2|4|3000|39|||||1|||||||||4|0|0|0|0|0|0|1|6|4|1|3000|39|||||3039|3039|1|127.52236973163
2020|12|017809|004|0131|11|02|8|1|19121102|3|1|2||1|31|10|5||2|1|13|12|2020|19|12|2020|26|12|1988|1|||||||||||||||251|2220|3|5|2||||2015|0|10|8|10|8|10|10|56|2|48|1|2|4|3000|0|||||1|||||||||1|0|0|0|0|0|0|1|6|4|1|3000|0|||||3000|3000|1|206.034046616101
2020|12|017809|004|0131|11|03|8|1|19121103|3|1|2||2|23|10|5||3|1|13|12|2020|19|12|2020|12|1|1997|1|||||||||||||||451|6419|3|5|2||2|11|2020|0|9|9|9|9|9|4|49|1||1|2|3|650|0|||||1|||||||||1|0|0|0|0|0|0|1|6|4|1|1300|0|||||1300|1300|1|215.152729834162
2020|12|017809|004|0132|11|01|8|1|19121101|1|1|2||1|56|6|5||1|4|13|12|2020|19|12|2020|5|5|1964|1|||||||||||||||443|5310|3|5|2||||1982|6|10|10|10|10|10|10|66|1||1|2|4|1500|0|||1039|0|0|||||||||1|0|0|0|0|0|0|1|6|4|1|1500|0|||1039|0|2539|1500|1|127.52236973163
2020|12|017809|004|0132|11|03|8|1|19121103|3|1|2||1|30|10|5||3|3|20|12|2020|26|12|2020|6|5|1990|1|||||||||||||||423|7210|3|2|2||2|7|2020|0|8|8|8|8|0|0|32|2|40|1|1|4|1800|0|||||1|||||||||5|0|0|0|0|0|0|1|6|4|1|1800|0|||||1800|1800|1|206.034046616101
2020|12|017809|004|0132|11|04|8|1|19121104|3|1|2||1|27|10|5||4|4|13|12|2020|19|12|2020|28|12|1992|1|||||||||||||||221|3510|3|5|2||2|5|2019|0|12|12|12|12|12|0|60|1||2|2|4|4200|0|||||1|||||||||3|0|0|0|0|0|0|1|6|4|1|4200|0|||||4200|4200|1|206.034046616101
2020|12|017839|005|0151|11|03|8|1|20121103|3|1|2||2|39|10|6||3|3|22|11|2020|28|11|2020|25|10|1981|1|||||||||||||||268|8412|3|2|2|||11|2019|0|8|8|8|8|8|0|40|1||1|2|4|3000|0|||||1|||||||||1|0|0|0|0|0|0|1|6|4|1|3000|0|||||3000|3000|1|368.173134965644
2020|12|017888|004|0131|11|01|8|1|20121101|1|1|2||2|53|6|5||1|1|22|11|2020|28|11|2020|6|9|1967|1|||||||||||||||522|5610|3|5|1|3|1|10|2020|0|8|8|8|8|8|0|40|1||1|1|2|200|40|||||1|||||||||5|0|0|0|0|0|0|1|6|4|1|866|173|||||1039|1039|1|234.359806869605
2020|12|017888|004|0133|11|03|8|1|19121103|3|1|2||1|28|7|2||3|3|29|11|2020|5|12|2020|14|5|1992|1|||||||||||||||572|4741|3|5|1|2|1|6|2020|0|9|9|9|9|9|9|54|1||1|1|4|1500|0|||||1|||||||||5|0|0|0|0|0|0|1|6|4|1|1500|0|||||1500|1500|1|391.266553643228
2020|12|017888|004|0134|11|01|8|1|19121101|1|1|2||1|55|8|3||1|1|22|11|2020|28|11|2020|6|2|1965|1|||||||||||||||346|8610|3|2|2||||2005|0|8|8|8|8|8|8|48|1||1|2|4|2400|0|||||1|||||||||1|0|0|0|0|0|0|1|5|4|1|2400|0|||||2400|2400|1|242.169869188082
2020|12|017888|004|0134|11|03|8|1|20121103|3|1|2||1|27|10|5||3|3|29|11|2020|5|12|2020|7|8|1993|1|||||||||||||||419|6419|3|5|2||||2017|0|8|8|8|8|8|0|40|1||1|2|4|1800|0|||||1|||||||||1|0|0|0|0|0|0|1|6|4|1|1800|0|||||1800|1800|1|391.266553643228
2020|12|017890|004|0086|11|02|8|1|19121103|3|1|2||2|34|6|5||2|2|6|12|2020|12|12|2020|12|1|1986|1|||||||||||||||244|8510|3|5|2||1|3|2020|0|4|4|4|4|4|0|20|1||1|2|4|600|0|||||1|||||||||5|0|0|0|0|0|0|1|6|4|1|600|0|||||600|600|1|280.800586983216
2020|12|017890|004|0086|11|03|8|1|19121104|4|1|2||1|50|8|3||3|3|6|12|2020|12|12|2020|1|8|1970|1|||||||||||||||423|9411|3|5|1|10|||1992|0|8|8|8|8|8|0|40|1||1|2|4|1800|0|||||1|||||||||1|0|0|0|0|0|0|1|6|4|1|1800|0|||||1800|1800|1|184.770992719388
2020|12|017890|004|0086|11|05|8|1|19121102|3|1|2||1|29|9|3||5|5|6|12|2020|12|12|2020|19|7|1991|1|||||||||||||||952|5110|3|5|2||1|11|2020|0|8|8|8|8|8|0|40|2|48|1|2|4|1000|0|||||1|||||||||1|0|0|0|0|0|0|1|6|4|1|1000|0|||||1000|1000|1|298.528920120963
2020|12|017911|004|0134|11|02|8|1|19121102|3|1|2||2|60|10|5||2|2|13|12|2020|19|12|2020|13|2|1960|1|||||||||||||||246|8522|3|2|2||||1987|0|12|12|12|12|12|12|72|1||1|2|4|3000|0|||||1|||||||||1|0|0|0|0|0|0|1|6|4|1|3000|0|||||3000|3000|1|233.176171481374
2020|12|017936|005|0206|11|01|8|1|20121101|1|1|2||1|25|9|2||1|1|22|11|2020|28|11|2020|26|3|1995|1|||||||||||||||455|8220|3|5|2||||2017|8|8|8|8|8|8|0|48|1||1|2|4|1600|0|||||1|||||||||1|0|0|0|0|0|0|1|6|4|1|1600|0|||||1600|1600|1|397.27590527002
2020|12|017981|004|0121|11|01|8|1|19121101|1|1|2||2|39|6|5||1|1|22|11|2020|28|11|2020|5|7|1981|1|||||||||||||||572|4711|3|5|1|2|1|10|2019|14|14|14|14|14|14|14|98|1||1|2|2|140|15|||||1|||||||||6|0|0|0|0|0|0|1|6|4|1|606|65|||||671|671|1|366.172194014743
2020|12|017981|004|0122|11|01|8|1|19121101|1|1|2||1|35|6|5||1|2|22|11|2020|28|11|2020|12|10|1985|1|||||||||||||||984|1312|4|5|2||||2016|0|8|8|8|8|8|8|48|1||1|2|2|350|0|||||1|||||||||1|0|0|0|0|0|0|1|6|4|1|1516|0|||||1516|1516|1|389.290459937959
2020|12|017981|004|0123|11|02|8|1|19121102|3|1|2||1|20|6|5||2|2|22|11|2020|28|11|2020|14|8|2000|1|||||||||||||||942|5610|4|5|1|17|11|11|2020|8|8|8|0|8|8|8|48|1||1|2|2|230|42|||||1|||||||||1|0|0|0|0|0|0|1|6|4|1|996|182|||||1178|1178|1|377.780824903333
2020|12|017981|004|0124|11|02|8|1|19121102|3|1|2||2|26|10|6||2|2|22|11|2020|28|11|2020|5|11|1994|1|||||||||||||||268|4659|3|5|1|86|1|7|2019|0|8|8|8|8|8|0|40|1||2|2|4|3000|0|||||1|||||||||3|0|0|0|0|0|0|1|6|4|1|3000|0|||||3000|3000|1|366.172194014743
2020|12|017987|004|0065|11|02|8|1|19121102|3|1|2||1|49|10|5||2|1|29|11|2020|5|12|2020|15|5|1971|1|||||||||||||||785|2511|4|5|1|20|1|7|2020|0|8|8|8|8|8|8|48|1||2|2|2|400|0|||||1|||||||||1|0|0|0|0|0|0|1|6|4|1|1732|0|||||1732|1732|1|240.946789040667
2020|12|017987|004|0066|11|02|8|1|19121102|2|1|2||2|41|7|2||2|2|6|12|2020|12|12|2020|2|6|1979|1|||||||||||||||572|4752|5|5|1|2|||2005|0|6|6|6|6|6|6|36|1||1|2|||||||||||||||||5|0|0|0|0|0|0|1|6|4|1|||||||0|0|1|366.172194014743
2020|12|017987|004|0067|11|03|8|1|19121103|3|1|2||2|45|7|3||3|3|6|12|2020|12|12|2020|7|10|1975|2|1||||||||||||||942|8530|4|2|2||||2010|0|0|0|0|0|0|0|0|2|48|1|2|4|1200|0|||||1|||||||||1|0|0|0|0|0|0|1|6|4|1|1200|0|||||1200|1200|1|233.176171481374
2020|12|017990|004|0114|11|01|8|1|19121101|1|1|2||1|73|4|5||1|1|6|12|2020|12|12|2020|5|2|1947|2|1||||||||||||||945|8411|4|2|2||||2010|0|0|0|0|0|0|0|0|2|48|2|2|4|850|0|||||1|||||||||6|0|0|0|0|0|0|1|1|1|1|850|0|||||850|850|1|249.032251760153
2020|12|017990|004|0117|11|03|8|1|19121103|3|1|2||1|40|6|5||3|5|6|12|2020|12|12|2020|29|10|1980|2|2|2||2|2|2|2|2|2|2|2|1|2|2|945|4630|5|5|1|4|1|10|2020|0|4|4|4|0|0|4|16|1||1|1|||||||||||||||||6|0|0|0|0|0|0|1|1|4|1|||||||0|0|1|402.353898190911
2020|12|017990|004|0117|11|04|8|1|19121104|3|1|2||1|37|6|5||4|5|6|12|2020|12|12|2020|1|6|1983|1|||||||||||||||987|4663|4|5|1|14|1|10|2020|0|0|0|0|4|4|4|12|1||1|1|2|90|0|||||1|||||||||6|0|0|0|0|0|0|1|1|4|1|390|0|||||390|390|1|402.353898190911
2020|12|017990|004|0117|11|05|8|1|19121105|3|1|2||2|34|6|5||5|5|6|12|2020|12|12|2020|14|9|1986|1|||||||||||||||571|4630|3|5|1|4|9|12|2020|0|0|0|4|4|4|4|16|1||1|1|2|100|0|||||1|||||||||6|0|0|0|0|0|0|1|1|4|1|433|0|||||433|433|1|378.459851532017
2020|12|017990|004|0117|11|06|8|1|19121106|3|1|2||2|26|6|5||6|6|6|12|2020|12|12|2020|21|6|1994|1|||||||||||||||945|4630|4|5|1|4|30|11|2019|0|3|3|3|0|3|3|15|1||2|2|2|150|0|||||1|||||||||6|0|0|0|0|0|0|1|1|4|1|650|0|||||650|650|1|378.459851532017
2020|12|017990|004|0117|11|07|8|1|19121107|3|1|2||1|36|6|5||7|5|6|12|2020|12|12|2020|4|1|1984|1|||||||||||||||987|4663|4|5|1|14|1|10|2020|0|0|0|0|4|4|4|12|1||1|1|2|90|0|||||1|||||||||6|0|0|0|0|0|0|1|1|4|1|390|0|||||390|390|1|402.353898190911
2020|12|018037|005|0128|11|01|8|1|20121101|1|1|2||1|50|6|5||1|1|22|11|2020|28|11|2020|99|99|1970|1|||||||||||||||861|4100|4|5|1|50||2|2020|0|8|8|8|8|8|8|48|1||1|2|2|400|0|||||1|||||||||1|0|0|0|0|0|0|1|6|4|1|1732|0|||||1732|1732|1|291.788772049248
